Sale Date,ISBN,Discount,ItemID,OrderID,Quantity
5/10/2193,989-28-79-74374-1,,107148-88-658,107148-11236,29
5/10/2193,989-28-79-74374-1,,107148-12-1105,107148-11237,25
5/10/2193,989-28-79-13801-1,,107148-62-1409,107148-11238,72
5/10/2193,989-28-79-13801-1,,107148-28-1220,107148-11239,37
5/10/2193,989-28-79-91028-0,,107148-63-9730,107148-11240,58
5/10/2193,989-28-79-40897-8,,107148-99-9298,107148-11241,25
5/10/2193,989-28-79-74374-1,,107148-11-6917,107148-11242,14
5/10/2193,989-28-79-13801-1,,107148-18-6447,107148-11243,88
5/10/2193,989-28-79-13801-1,,107148-90-2458,107148-11244,14
5/10/2193,989-28-79-23023-4,,107148-15-4120,107148-11245,29
5/10/2193,989-28-79-74374-1,,107148-87-4127,107148-11246,55
5/10/2193,989-28-79-23023-4,,107148-87-5041,107148-11247,27
5/10/2193,989-28-79-23023-4,,107148-94-4776,107148-11248,54
5/10/2193,989-28-79-55824-6,,107148-4-8698,107148-11249,98
5/10/2193,989-28-79-26824-4,,107148-55-2695,107148-11250,65
5/10/2193,989-28-79-74374-1,,107148-91-1195,107148-11251,47
5/10/2193,989-28-79-74374-1,,107148-13-8978,107148-11252,40
5/10/2193,989-28-79-13801-1,,107148-67-5957,107148-11253,62
5/10/2193,989-28-79-13801-1,,107148-52-9455,107148-11254,84
5/10/2193,989-28-79-74374-1,,107148-92-1618,107148-11255,31
5/10/2193,989-28-79-40897-8,,107148-61-7901,107148-11256,11
5/10/2193,989-28-79-23023-4,,107148-21-4599,107148-11257,38
5/10/2193,989-28-79-74374-1,,107148-19-1260,107148-11258,19
5/10/2193,989-28-79-71565-6,,107148-34-6132,107148-11259,96
5/10/2193,989-28-79-13801-1,,107148-4-8883,107148-11260,69
5/10/2193,989-28-79-13801-1,,107148-29-4949,107148-11262,86
5/10/2193,989-28-79-74374-1,,107148-75-5395,107148-11263,77
5/10/2193,989-28-79-74374-1,,107148-24-6725,107148-11264,97
5/10/2193,989-28-79-74374-1,,107148-46-4207,107148-11265,80
5/10/2193,989-28-79-74374-1,,107148-53-7943,107148-11266,68
5/10/2193,989-28-79-23023-4,,107148-40-5347,107148-11267,32
5/10/2193,989-28-79-13801-1,,107148-29-1329,107148-11268,39
5/10/2193,989-28-79-23023-4,,107148-71-1957,107148-11269,97
5/10/2193,989-28-79-68089-3,0.05,107148-29-5008,107148-11270,64
5/10/2193,989-28-79-13801-1,,107148-43-8592,107148-11271,71
5/10/2193,989-28-79-13801-1,,107148-70-7880,107148-11272,45
5/10/2193,989-28-79-13801-1,,107148-56-9875,107148-11273,99
5/10/2193,989-28-3705-222-9,,107148-55-1230,107148-11274,99
5/10/2193,989-28-3705-222-9,,107148-85-3720,107148-11275,65
5/10/2193,989-28-3705-222-9,,107148-75-8977,107148-11276,42
5/10/2193,989-28-3705-492-6,,107148-49-1086,107148-11277,86
5/10/2193,989-28-3705-492-6,,107148-28-4723,107148-11278,69
5/10/2193,989-28-3705-607-4,,107148-29-9859,107148-11279,62
5/10/2193,989-28-3705-222-9,,107148-14-7539,107148-11280,44
5/10/2193,989-28-79-69807-2,,107148-29-4544,107148-11281,94
5/10/2193,989-28-3705-138-3,,107148-47-1466,107148-11281,93
5/10/2193,989-28-79-82749-6,,107148-34-9924,107148-11282,16
5/10/2193,989-28-229-7592-2,,107148-39-2457,107148-11282,67
5/10/2193,989-28-229-7592-2,,107148-14-1876,107148-11283,20
5/10/2193,989-28-229-6632-6,,107148-18-6032,107148-11283,61
5/10/2193,989-28-229-3157-7,,107148-41-6694,107148-11284,100
5/10/2193,989-28-79-13801-1,,107148-9-8741,107148-11284,20
5/10/2193,989-28-79-23023-4,,107148-13-1972,107148-11285,92
5/10/2193,989-28-79-74374-1,,107148-24-1132,107148-11285,19
5/10/2193,989-28-79-26824-4,,107148-41-7367,107148-11286,89
5/10/2193,989-28-79-23023-4,,107148-45-4143,107148-11286,10
5/10/2193,989-28-79-74374-1,,107148-57-8346,107148-11287,61
5/10/2193,989-28-79-23023-4,,107148-65-2390,107148-11287,25
5/10/2193,989-28-79-13801-1,,107148-88-1241,107148-11287,77
5/10/2193,989-28-3705-492-6,,107148-57-9746,107148-11288,64
5/10/2193,989-28-229-3157-7,,107148-6-1021,107148-11288,96
5/10/2193,989-28-79-13801-1,,107148-76-1019,107148-11288,50
5/10/2193,989-28-3705-492-6,,107148-17-370,107148-11289,46
5/10/2193,989-28-79-40897-8,,107148-19-6851,107148-11289,97
5/10/2193,989-28-229-7592-2,,107148-40-938,107148-11289,50
5/11/2193,989-28-3705-007-2,,107149-85-5903,107149-11290,29
5/11/2193,989-28-3705-007-2,,107149-26-4466,107149-11291,64
5/11/2193,989-28-3705-775-0,,107149-39-5290,107149-11292,99
5/11/2193,989-28-3705-987-7,,107149-86-1383,107149-11293,73
5/11/2193,989-28-3705-007-2,,107149-37-3814,107149-11294,48
5/11/2193,989-28-3705-966-2,,107149-79-9490,107149-11295,83
5/11/2193,989-28-3705-007-2,,107149-88-8981,107149-11296,33
5/11/2193,989-28-3705-775-0,,107149-49-3551,107149-11297,72
5/11/2193,989-28-3705-987-7,,107149-36-2421,107149-11298,92
5/11/2193,989-28-3705-987-7,,107149-96-9022,107149-11299,77
5/11/2193,989-28-3705-007-2,,107149-35-2925,107149-11300,48
5/11/2193,989-28-3705-152-9,,107149-85-8371,107149-11301,28
5/11/2193,989-28-3705-007-2,,107149-15-6554,107149-11302,28
5/11/2193,989-28-3705-007-2,,107149-99-162,107149-11303,91
5/11/2193,989-28-3705-966-2,,107149-6-3361,107149-11304,77
5/11/2193,989-28-3705-987-7,,107149-28-1035,107149-11305,59
5/11/2193,989-28-3705-007-2,,107149-98-4657,107149-11306,88
5/11/2193,989-28-3705-007-2,,107149-36-8746,107149-11307,52
5/11/2193,989-28-3705-007-2,,107149-1-743,107149-11308,97
5/11/2193,989-28-3705-649-4,,107149-3-2678,107149-11309,57
5/11/2193,989-28-3705-007-2,,107149-75-7684,107149-11310,23
5/11/2193,989-28-79-22871-2,,107149-50-1874,107149-11311,18
5/11/2193,989-28-79-32105-5,,107149-33-8854,107149-11312,68
5/11/2193,989-28-79-11297-4,,107149-57-8418,107149-11313,58
5/11/2193,989-28-79-86624-2,,107149-68-5708,107149-11314,27
5/11/2193,989-28-79-82197-5,,107149-87-9415,107149-11315,39
5/11/2193,989-28-79-82197-5,,107149-93-1355,107149-11316,89
5/11/2193,989-28-79-22871-2,,107149-16-8285,107149-11317,43
5/11/2193,989-28-79-01991-4,,107149-18-3856,107149-11318,93
5/11/2193,989-28-79-21991-8,,107149-47-7853,107149-11319,100
5/11/2193,989-28-79-32105-5,,107149-75-4289,107149-11320,52
5/11/2193,989-28-79-11297-4,,107149-50-647,107149-11321,71
5/11/2193,989-28-79-21991-8,,107149-82-9490,107149-11322,38
5/11/2193,989-28-79-69807-2,,107149-18-6889,107149-11323,61
5/11/2193,989-28-79-13871-4,,107149-61-4529,107149-11324,83
5/11/2193,989-28-79-69807-2,,107149-14-5311,107149-11325,24
5/11/2193,989-28-79-69807-2,,107149-59-6030,107149-11326,99
5/11/2193,989-28-79-05670-4,,107149-9-6705,107149-11327,28
5/11/2193,989-28-79-69807-2,,107149-59-6029,107149-11328,67
5/11/2193,989-28-79-13871-4,,107149-61-4528,107149-11329,81
5/11/2193,989-28-79-13871-4,,107149-32-7461,107149-11330,55
5/11/2193,989-28-79-69807-2,,107149-93-7709,107149-11331,87
5/11/2193,989-28-79-69807-2,,107149-14-5310,107149-11332,83
5/11/2193,989-28-79-13871-4,,107149-32-7460,107149-11333,93
5/11/2193,989-28-79-82749-6,,107149-84-9930,107149-11334,40
5/11/2193,989-28-79-69807-2,,107149-1-8953,107149-11335,58
5/11/2193,989-28-79-05670-4,,107149-3-6158,107149-11336,72
5/11/2193,989-28-79-82125-8,,107149-40-775,107149-11337,94
5/11/2193,989-28-79-05670-4,,107149-13-7883,107149-11338,50
5/11/2193,989-28-79-05670-4,,107149-48-8530,107149-11339,46
5/11/2193,989-28-79-69807-2,,107149-91-7265,107149-11340,88
5/11/2193,989-28-79-05670-4,,107149-44-476,107149-11341,82
5/11/2193,989-28-79-05670-4,,107149-87-1568,107149-11342,38
5/11/2193,989-28-79-69807-2,,107149-58-3866,107149-11343,24
5/11/2193,989-28-79-13871-4,,107149-34-3663,107149-11344,30
5/11/2193,989-28-79-69807-2,,107149-91-7264,107149-11345,71
5/11/2193,989-28-654-5771-3,,107149-38-342,107149-11346,19
5/11/2193,989-28-654-8573-0,,107149-46-5208,107149-11347,81
5/11/2193,989-28-654-5771-3,,107149-38-341,107149-11348,26
5/11/2193,989-28-654-5771-3,,107149-38-340,107149-11349,66
5/11/2193,989-28-229-1404-4,,107149-20-7731,107149-11350,46
5/11/2193,989-28-229-6632-6,,107149-18-4860,107149-11351,19
5/11/2193,989-28-229-1404-4,,107149-12-3097,107149-11352,11
5/11/2193,989-28-229-0197-6,0.1,107149-65-9926,107149-11353,62
5/11/2193,989-28-229-3157-7,,107149-27-8901,107149-11354,34
5/11/2193,989-28-229-7592-2,,107149-40-6396,107149-11355,53
5/11/2193,989-28-229-6632-6,0.13,107149-42-417,107149-11356,31
5/11/2193,989-28-229-3157-7,,107149-92-6347,107149-11357,32
5/11/2193,989-28-229-3157-7,,107149-54-6969,107149-11358,59
5/11/2193,989-28-229-7592-2,,107149-74-902,107149-11359,78
5/11/2193,989-28-229-1404-4,,107149-71-3399,107149-11360,30
5/11/2193,989-28-229-0197-6,0.1,107149-52-4310,107149-11361,80
5/11/2193,989-28-229-6632-6,,107149-44-1424,107149-11362,56
5/11/2193,989-28-229-7592-2,,107149-90-8837,107149-11363,35
5/11/2193,989-28-229-9769-6,,107149-7-2423,107149-11364,81
5/11/2193,989-28-229-1404-4,,107149-23-8295,107149-11365,21
5/11/2193,989-28-229-3157-7,,107149-86-9593,107149-11366,67
5/11/2193,989-28-229-9769-6,,107149-68-2524,107149-11367,29
5/11/2193,989-28-229-1404-4,,107149-9-4766,107149-11368,74
5/11/2193,989-28-79-71565-6,,107149-27-7793,107149-11369,37
5/11/2193,989-28-79-23023-4,,107149-4-970,107149-11370,18
5/11/2193,989-28-79-40897-8,,107149-66-4285,107149-11371,89
5/11/2193,989-28-79-13801-1,,107149-76-7267,107149-11372,23
5/11/2193,989-28-79-40897-8,,107149-15-2021,107149-11373,65
5/11/2193,989-28-79-82339-9,,107149-54-6644,107149-11374,20
5/11/2193,989-28-79-13801-1,,107149-87-6880,107149-11375,70
5/11/2193,989-28-79-26824-4,,107149-15-6364,107149-11376,16
5/11/2193,989-28-79-68089-3,0.05,107149-18-99,107149-11377,52
5/11/2193,989-28-79-74374-1,,107149-91-9261,107149-11378,19
5/11/2193,989-28-79-13801-1,,107149-73-7000,107149-11379,97
5/11/2193,989-28-79-23023-4,,107149-80-7189,107149-11380,25
5/11/2193,989-28-79-23023-4,,107149-23-9001,107149-11381,78
5/11/2193,989-28-79-74374-1,,107149-48-511,107149-11382,54
5/11/2193,989-28-79-23023-4,,107149-70-1281,107149-11383,55
5/11/2193,989-28-79-13801-1,,107149-58-3756,107149-11384,14
5/11/2193,989-28-79-26824-4,,107149-19-2242,107149-11385,61
5/11/2193,989-28-79-26824-4,,107149-92-9495,107149-11386,95
5/11/2193,989-28-79-74374-1,,107149-91-9260,107149-11387,80
5/11/2193,989-28-79-23023-4,,107149-48-561,107149-11388,34
5/11/2193,989-28-79-13801-1,0.13,107149-42-8446,107149-11389,69
5/11/2193,989-28-79-74374-1,,107149-99-440,107149-11390,89
5/11/2193,989-28-79-13801-1,,107149-76-6189,107149-11391,88
5/11/2193,989-28-79-13801-1,,107149-69-9225,107149-11392,36
5/11/2193,989-28-79-40897-8,,107149-61-2991,107149-11393,43
5/11/2193,989-28-79-71565-6,,107149-23-943,107149-11394,44
5/11/2193,989-28-79-74374-1,,107149-21-5548,107149-11395,50
5/11/2193,989-28-79-23023-4,,107149-23-5850,107149-11396,15
5/11/2193,989-28-79-23023-4,,107149-43-8917,107149-11397,12
5/11/2193,989-28-79-13801-1,,107149-21-8775,107149-11398,35
5/11/2193,989-28-79-74374-1,,107149-83-4807,107149-11399,67
5/11/2193,989-28-79-13801-1,,107149-77-6930,107149-11400,51
5/11/2193,989-28-79-13801-1,,107149-82-3579,107149-11401,20
5/11/2193,989-28-79-91028-0,,107149-44-4327,107149-11402,99
5/11/2193,989-28-79-13801-1,,107149-50-6108,107149-11403,60
5/11/2193,989-28-79-40897-8,,107149-59-8110,107149-11404,37
5/11/2193,989-28-79-26824-4,,107149-90-7107,107149-11405,18
5/11/2193,989-28-79-74374-1,,107149-31-7591,107149-11406,14
5/11/2193,989-28-79-13801-1,,107149-35-8971,107149-11407,15
5/11/2193,989-28-79-13801-1,,107149-76-6986,107149-11408,46
5/11/2193,989-28-79-55752-2,,107149-72-9869,107149-11409,63
5/11/2193,989-28-79-23023-4,,107149-15-7605,107149-11410,65
5/11/2193,989-28-79-74374-1,,107149-53-8052,107149-11411,39
5/11/2193,989-28-79-26824-4,,107149-51-6799,107149-11412,79
5/11/2193,989-28-79-74374-1,,107149-14-1798,107149-11413,58
5/11/2193,989-28-79-40897-8,,107149-18-495,107149-11414,61
5/11/2193,989-28-79-13801-1,,107149-33-6467,107149-11415,42
5/11/2193,989-28-79-23023-4,,107149-65-6081,107149-11416,58
5/11/2193,989-28-79-13801-1,,107149-56-2277,107149-11417,85
5/11/2193,989-28-79-55752-2,,107149-13-757,107149-11418,63
5/11/2193,989-28-79-91028-0,,107149-8-553,107149-11419,39
5/11/2193,989-28-79-13801-1,,107149-39-76,107149-11420,44
5/11/2193,989-28-79-26824-4,,107149-21-7631,107149-11421,81
5/11/2193,989-28-79-03683-6,,107149-57-9790,107149-11422,82
5/11/2193,989-28-3705-492-6,,107149-36-7046,107149-11423,28
5/11/2193,989-28-3705-492-6,,107149-72-4252,107149-11424,27
5/11/2193,989-28-3705-492-6,,107149-31-4476,107149-11425,95
5/11/2193,989-28-3705-222-9,,107149-89-6532,107149-11426,86
5/11/2193,989-28-3705-222-9,,107149-82-9024,107149-11427,41
5/11/2193,989-28-3705-492-6,,107149-77-140,107149-11428,77
5/11/2193,989-28-3705-222-9,,107149-26-2476,107149-11429,64
5/11/2193,989-28-3705-492-6,,107149-33-6888,107149-11430,24
5/11/2193,989-28-3705-222-9,,107149-61-7024,107149-11431,27
5/11/2193,989-28-3705-592-3,,107149-28-3949,107149-11432,85
5/11/2193,989-28-3705-649-4,,107149-28-6091,107149-11432,10
5/11/2193,989-28-3705-007-2,,107149-38-7944,107149-11433,68
5/11/2193,989-28-3705-987-7,,107149-62-605,107149-11433,70
5/11/2193,989-28-79-69807-2,,107149-1-8952,107149-11434,39
5/11/2193,989-28-79-32105-5,,107149-24-6971,107149-11434,90
5/11/2193,989-28-79-30536-9,,107149-92-4922,107149-11435,35
5/11/2193,989-28-79-61125-5,,107149-99-2881,107149-11435,78
5/11/2193,989-28-79-13801-1,,107149-14-8788,107149-11436,62
5/11/2193,989-28-79-69807-2,,107149-58-3865,107149-11436,85
5/11/2193,989-28-79-82749-6,,107149-84-9929,107149-11437,29
5/11/2193,989-28-79-13871-4,,107149-97-2995,107149-11437,10
5/11/2193,989-28-654-6033-1,,107149-55-1968,107149-11438,19
5/11/2193,989-28-654-2620-7,,107149-69-5830,107149-11438,53
5/11/2193,989-28-229-7592-2,,107149-35-6235,107149-11439,65
5/11/2193,989-28-229-6632-6,,107149-55-7438,107149-11439,56
5/11/2193,989-28-79-23023-4,,107149-5-711,107149-11440,90
5/11/2193,989-28-229-7592-2,,107149-88-7237,107149-11440,38
5/11/2193,989-28-79-32105-5,,107149-62-4385,107149-11441,42
5/11/2193,989-28-79-13801-1,,107149-7-1847,107149-11441,54
5/11/2193,989-28-79-40897-8,,107149-20-2163,107149-11442,97
5/11/2193,989-28-79-74374-1,,107149-21-3653,107149-11442,91
5/11/2193,989-28-79-74374-1,,107149-29-5,107149-11443,97
5/11/2193,989-28-79-23023-4,,107149-33-4753,107149-11443,75
5/11/2193,989-28-79-74374-1,,107149-47-1499,107149-11444,73
5/11/2193,989-28-79-23023-4,,107149-47-7312,107149-11444,12
5/11/2193,989-28-79-23023-4,,107149-49-8109,107149-11445,17
5/11/2193,989-28-79-91028-0,,107149-70-5668,107149-11445,76
5/11/2193,989-28-3705-222-9,,107149-40-643,107149-11446,77
5/11/2193,989-28-79-71565-6,,107149-79-6762,107149-11446,39
5/11/2193,989-28-79-69807-2,,107149-18-6888,107149-11447,99
5/11/2193,989-28-79-82125-8,,107149-40-774,107149-11447,77
5/11/2193,989-28-79-74374-1,,107149-88-8446,107149-11447,32
5/11/2193,989-28-3705-222-9,,107149-55-6634,107149-11448,18
5/11/2193,989-28-3705-607-4,,107149-71-210,107149-11448,86
5/11/2193,989-28-79-91028-0,,107149-33-1864,107149-11449,85
5/11/2193,989-28-79-69807-2,,107149-93-7708,107149-11449,11
5/11/2193,989-28-79-13871-4,,107149-97-2994,107149-11449,100
5/11/2193,989-28-229-7592-2,,107149-30-5260,107149-11450,77
5/11/2193,989-28-79-71565-6,,107149-36-6498,107149-11450,73
5/11/2193,989-28-79-23023-4,,107149-50-7012,107149-11450,45
5/11/2193,989-28-79-13871-4,,107149-34-3662,107149-11451,77
5/11/2193,989-28-79-71565-6,,107149-90-6414,107149-11451,45
5/11/2193,989-28-79-45675-7,,107149-97-1796,107149-11451,66
5/11/2193,989-28-79-26824-4,,107149-99-7387,107149-11451,91
5/11/2193,989-28-229-3157-7,,107149-20-6990,107149-11452,44
5/11/2193,989-28-229-5891-8,,107149-46-9006,107149-11452,67
5/11/2193,989-28-229-9769-6,,107149-93-5843,107149-11452,66
5/11/2193,989-28-79-13801-1,,107149-99-4108,107149-11452,100
5/12/2193,989-28-3705-583-1,,107150-33-4788,107150-11453,22
5/12/2193,989-28-3705-007-2,,107150-10-8402,107150-11454,44
5/12/2193,989-28-3705-007-2,,107150-64-5692,107150-11455,62
5/12/2193,989-28-3705-007-2,,107150-54-2819,107150-11456,45
5/12/2193,989-28-3705-007-2,,107150-41-7756,107150-11457,88
5/12/2193,989-28-3705-007-2,,107150-87-6911,107150-11458,44
5/12/2193,989-28-3705-007-2,,107150-91-9215,107150-11459,62
5/12/2193,989-28-3705-649-4,,107150-19-1087,107150-11460,36
5/12/2193,989-28-3705-649-4,,107150-81-2073,107150-11461,26
5/12/2193,989-28-3705-966-2,,107150-18-7607,107150-11462,95
5/12/2193,989-28-3705-007-2,,107150-98-7093,107150-11463,16
5/12/2193,989-28-3705-987-7,,107150-49-9733,107150-11464,58
5/12/2193,989-28-3705-583-1,,107150-91-7512,107150-11465,25
5/12/2193,989-28-3705-007-2,,107150-48-2909,107150-11466,48
5/12/2193,989-28-3705-007-2,,107150-76-5500,107150-11467,99
5/12/2193,989-28-3705-007-2,,107150-78-5653,107150-11468,53
5/12/2193,989-28-3705-369-1,,107150-44-7975,107150-11469,30
5/12/2193,989-28-3705-592-3,,107150-37-1671,107150-11470,62
5/12/2193,989-28-3705-007-2,,107150-85-4301,107150-11471,49
5/12/2193,989-28-79-21991-8,,107150-74-7855,107150-11472,16
5/12/2193,989-28-79-16826-1,,107150-43-6123,107150-11473,12
5/12/2193,989-28-79-01991-4,,107150-81-9465,107150-11474,53
5/12/2193,989-28-79-01991-4,,107150-40-7208,107150-11475,34
5/12/2193,989-28-79-11297-4,,107150-25-527,107150-11476,33
5/12/2193,989-28-79-87459-9,,107150-55-3757,107150-11477,20
5/12/2193,989-28-79-32105-5,,107150-1-461,107150-11478,20
5/12/2193,989-28-79-07610-8,,107150-97-1762,107150-11479,98
5/12/2193,989-28-79-45675-7,,107150-45-7494,107150-11480,32
5/12/2193,989-28-79-30536-9,,107150-24-3743,107150-11481,61
5/12/2193,989-28-79-01991-4,,107150-86-7895,107150-11482,33
5/12/2193,989-28-654-0127-3,,107150-96-2928,107150-11483,66
5/12/2193,989-28-79-82749-6,,107150-57-6184,107150-11484,53
5/12/2193,989-28-79-69807-2,,107150-8-3708,107150-11485,61
5/12/2193,989-28-79-13871-4,,107150-76-3043,107150-11486,49
5/12/2193,989-28-79-05670-4,,107150-89-7699,107150-11487,87
5/12/2193,989-28-79-05670-4,,107150-16-8264,107150-11488,66
5/12/2193,989-28-79-82125-8,0.13,107150-42-5561,107150-11489,15
5/12/2193,989-28-79-05670-4,,107150-14-4065,107150-11490,62
5/12/2193,989-28-79-05670-4,,107150-12-3971,107150-11491,67
5/12/2193,989-28-79-05670-4,,107150-20-9216,107150-11492,24
5/12/2193,989-28-79-82749-6,,107150-57-6183,107150-11493,25
5/12/2193,989-28-79-13871-4,,107150-8-5075,107150-11494,33
5/12/2193,989-28-79-13871-4,,107150-43-6482,107150-11495,21
5/12/2193,989-28-79-05670-4,,107150-58-8910,107150-11496,69
5/12/2193,989-28-79-69807-2,,107150-8-3707,107150-11497,84
5/12/2193,989-28-79-13871-4,,107150-43-6481,107150-11498,56
5/12/2193,989-28-79-13871-4,,107150-8-5074,107150-11499,89
5/12/2193,989-28-79-69807-2,,107150-56-493,107150-11500,25
5/12/2193,989-28-79-82125-8,0.13,107150-42-5560,107150-11501,66
5/12/2193,989-28-79-69807-2,,107150-56-492,107150-11502,24
5/12/2193,989-28-79-13871-4,,107150-76-3042,107150-11503,95
5/12/2193,989-28-229-1404-4,,107150-32-4774,107150-11504,49
5/12/2193,989-28-229-6632-6,,107150-3-9820,107150-11505,77
5/12/2193,989-28-229-3157-7,,107150-29-4931,107150-11506,26
5/12/2193,989-28-229-9769-6,,107150-75-5805,107150-11507,20
5/12/2193,989-28-229-6632-6,,107150-30-2484,107150-11508,67
5/12/2193,989-28-229-1404-4,,107150-91-4821,107150-11509,77
5/12/2193,989-28-229-7592-2,,107150-62-5901,107150-11510,19
5/12/2193,989-28-229-7592-2,,107150-11-1540,107150-11511,45
5/12/2193,989-28-229-7592-2,,107150-99-3589,107150-11512,13
5/12/2193,989-28-229-3157-7,,107150-85-4092,107150-11513,11
5/12/2193,989-28-229-6632-6,,107150-68-1073,107150-11514,57
5/12/2193,989-28-229-1404-4,,107150-3-1223,107150-11515,66
5/12/2193,989-28-229-9769-6,,107150-23-5931,107150-11516,70
5/12/2193,989-28-229-9769-6,,107150-49-4447,107150-11517,40
5/12/2193,989-28-229-9769-6,,107150-45-9210,107150-11518,45
5/12/2193,989-28-229-6632-6,,107150-32-4109,107150-11519,33
5/12/2193,989-28-229-6632-6,,107150-24-7859,107150-11520,70
5/12/2193,989-28-229-7592-2,,107150-49-3746,107150-11521,28
5/12/2193,989-28-229-1404-4,,107150-91-720,107150-11522,38
5/12/2193,989-28-229-7592-2,,107150-93-4208,107150-11523,85
5/12/2193,989-28-229-7592-2,,107150-37-7444,107150-11524,68
5/12/2193,989-28-229-9769-6,,107150-88-7453,107150-11525,12
5/12/2193,989-28-229-6632-6,,107150-64-9301,107150-11526,61
5/12/2193,989-28-79-13801-1,,107150-28-5965,107150-11527,45
5/12/2193,989-28-79-13801-1,,107150-96-561,107150-11528,25
5/12/2193,989-28-79-26824-4,,107150-99-9548,107150-11529,97
5/12/2193,989-28-79-74374-1,,107150-24-8962,107150-11530,21
5/12/2193,989-28-79-23023-4,,107150-71-2013,107150-11531,99
5/12/2193,989-28-79-23023-4,,107150-8-3730,107150-11532,26
5/12/2193,989-28-79-68089-3,0.05,107150-70-261,107150-11533,54
5/12/2193,989-28-79-26824-4,,107150-91-6378,107150-11534,80
5/12/2193,989-28-79-13801-1,,107150-16-7151,107150-11535,67
5/12/2193,989-28-79-13801-1,,107150-36-3888,107150-11536,83
5/12/2193,989-28-79-55752-2,,107150-26-5249,107150-11537,43
5/12/2193,989-28-79-13801-1,,107150-12-377,107150-11538,91
5/12/2193,989-28-79-71565-6,,107150-63-4491,107150-11539,28
5/12/2193,989-28-79-23023-4,,107150-13-9280,107150-11540,55
5/12/2193,989-28-79-91028-0,,107150-33-5050,107150-11541,15
5/12/2193,989-28-79-23023-4,,107150-74-4611,107150-11542,97
5/12/2193,989-28-79-74374-1,,107150-38-8350,107150-11543,78
5/12/2193,989-28-79-91028-0,,107150-56-6576,107150-11544,96
5/12/2193,989-28-79-74374-1,,107150-83-3561,107150-11545,32
5/12/2193,989-28-79-51397-9,,107150-34-2696,107150-11546,22
5/12/2193,989-28-79-74374-1,,107150-57-8393,107150-11547,69
5/12/2193,989-28-79-74374-1,,107150-1-9566,107150-11548,63
5/12/2193,989-28-79-16808-7,,107150-94-7838,107150-11549,74
5/12/2193,989-28-79-13801-1,,107150-71-5028,107150-11550,49
5/12/2193,989-28-79-74374-1,,107150-77-5569,107150-11551,26
5/12/2193,989-28-79-74374-1,,107150-32-9761,107150-11552,33
5/12/2193,989-28-79-40897-8,,107150-29-9010,107150-11553,49
5/12/2193,989-28-79-13801-1,,107150-3-1896,107150-11554,13
5/12/2193,989-28-79-44730-4,,107150-4-2937,107150-11555,74
5/12/2193,989-28-79-74374-1,,107150-47-6671,107150-11556,95
5/12/2193,989-28-79-13801-1,,107150-81-9992,107150-11557,50
5/12/2193,989-28-79-74374-1,,107150-3-537,107150-11558,51
5/12/2193,989-28-79-91028-0,,107150-19-4779,107150-11559,64
5/12/2193,989-28-79-23023-4,,107150-30-2555,107150-11560,65
5/12/2193,989-28-79-40897-8,,107150-44-3603,107150-11561,53
5/12/2193,989-28-79-26824-4,,107150-70-8230,107150-11562,98
5/12/2193,989-28-79-55824-6,,107150-19-325,107150-11563,26
5/12/2193,989-28-79-13801-1,,107150-5-1927,107150-11564,52
5/12/2193,989-28-79-68089-3,0.05,107150-91-9147,107150-11565,92
5/12/2193,989-28-79-26824-4,,107150-31-6461,107150-11566,14
5/12/2193,989-28-79-40897-8,,107150-47-168,107150-11567,43
5/12/2193,989-28-79-71565-6,,107150-68-2757,107150-11568,53
5/12/2193,989-28-79-13801-1,,107150-58-2747,107150-11569,11
5/12/2193,989-28-79-74374-1,,107150-20-4714,107150-11570,18
5/12/2193,989-28-79-23023-4,,107150-28-5622,107150-11571,89
5/12/2193,989-28-79-13801-1,0.13,107150-42-7649,107150-11572,10
5/12/2193,989-28-79-74374-1,,107150-47-922,107150-11573,56
5/12/2193,989-28-79-43574-5,,107150-63-9778,107150-11574,27
5/12/2193,989-28-79-74374-1,,107150-5-7637,107150-11575,33
5/12/2193,989-28-3705-222-9,,107150-80-4513,107150-11576,83
5/12/2193,989-28-3705-222-9,,107150-97-6024,107150-11577,93
5/12/2193,989-28-3705-222-9,,107150-93-7653,107150-11578,25
5/12/2193,989-28-3705-222-9,,107150-52-3131,107150-11579,100
5/12/2193,989-28-3705-222-9,,107150-92-8543,107150-11580,66
5/12/2193,989-28-3705-222-9,,107150-39-3827,107150-11581,14
5/12/2193,989-28-79-74374-1,,107150-20-1849,107150-11582,44
5/12/2193,989-28-3705-007-2,,107150-62-6024,107150-11583,94
5/12/2193,989-28-3705-987-7,,107150-72-2897,107150-11583,64
5/12/2193,989-28-79-45675-7,,107150-17-9750,107150-11584,63
5/12/2193,989-28-79-82197-5,,107150-9-8170,107150-11584,19
5/12/2193,989-28-79-45675-7,,107150-38-2101,107150-11585,12
5/12/2193,989-28-79-16826-1,,107150-84-71,107150-11585,28
5/12/2193,989-28-229-1404-4,,107150-1-2913,107150-11586,10
5/12/2193,989-28-229-7592-2,,107150-45-2795,107150-11586,20
5/12/2193,989-28-229-6632-6,,107150-44-4725,107150-11587,80
5/12/2193,989-28-79-18127-7,,107150-96-9622,107150-11587,23
5/12/2193,989-28-229-5891-8,,107150-2-7698,107150-11588,42
5/12/2193,989-28-229-3157-7,,107150-88-2978,107150-11588,46
5/12/2193,989-28-229-9769-6,,107150-17-8070,107150-11589,29
